item_num,num_code,institution,section_name,stid,stname,qpegc,qpf,alarm_level
033,1401,旗津區,旗津區(1),KHC033,旗津區(1),70.00,NULL,PRE-WARNING
033,1401,旗津區,旗津區(1),KHC033,旗津區(1),NULL,70.00,PRE-WARNING
034,1501,林園區,林園區(1),KHC034,林園區(1),70.00,NULL,PRE-WARNING
034,1501,林園區,林園區(1),KHC034,林園區(1),NULL,70.00,PRE-WARNING
035,1502,林園區,林園區(2),KHC035,林園區(2),70.00,NULL,PRE-WARNING
035,1502,林園區,林園區(2),KHC035,林園區(2),NULL,70.00,PRE-WARNING
036,1601,梓官區,梓官區(1),KHC036,梓官區(1),60.00,NULL,PRE-WARNING
036,1601,梓官區,梓官區(1),KHC036,梓官區(1),NULL,60.00,PRE-WARNING
037,1602,梓官區,梓官區(2),KHC037,梓官區(2),60.00,NULL,PRE-WARNING
037,1602,梓官區,梓官區(2),KHC037,梓官區(2),NULL,60.00,PRE-WARNING
038,1603,梓官區,梓官區(3),KHC038,梓官區(3),60.00,NULL,PRE-WARNING
038,1603,梓官區,梓官區(3),KHC038,梓官區(3),NULL,60.00,PRE-WARNING
039,1604,梓官區,梓官區(4),KHC039,梓官區(4),60.00,NULL,PRE-WARNING
039,1604,梓官區,梓官區(4),KHC039,梓官區(4),NULL,60.00,PRE-WARNING
040,1701,楠梓區,楠梓區(1),KHC040,楠梓區(1),60.00,NULL,PRE-WARNING
040,1701,楠梓區,楠梓區(1),KHC040,楠梓區(1),NULL,60.00,PRE-WARNING
041,1702,楠梓區,楠梓區(2),KHC041,楠梓區(2),60.00,NULL,PRE-WARNING
041,1702,楠梓區,楠梓區(2),KHC041,楠梓區(2),NULL,60.00,PRE-WARNING
042,1801,橋頭區,橋頭區(1),KHC042,橋頭區(1),60.00,NULL,PRE-WARNING
042,1801,橋頭區,橋頭區(1),KHC042,橋頭區(1),NULL,60.00,PRE-WARNING
043,1901,永安區,永安區(1),KHC043,永安區(1),60.00,NULL,PRE-WARNING
043,1901,永安區,永安區(1),KHC043,永安區(1),NULL,60.00,PRE-WARNING
044,1902,永安區,永安區(2),KHC044,永安區(2),60.00,NULL,PRE-WARNING
044,1902,永安區,永安區(2),KHC044,永安區(2),NULL,60.00,PRE-WARNING
045,1903,永安區,永安區(3),KHC045,永安區(3),60.00,NULL,PRE-WARNING
045,1903,永安區,永安區(3),KHC045,永安區(3),NULL,60.00,PRE-WARNING
046,2001,湖內區,湖內區(1),KHC046,湖內區(1),60.00,NULL,PRE-WARNING
046,2001,湖內區,湖內區(1),KHC046,湖內區(1),NULL,60.00,PRE-WARNING
047,2102,燕巢區,燕巢區(2),KHC047,燕巢區(2),60.00,NULL,PRE-WARNING
047,2102,燕巢區,燕巢區(2),KHC047,燕巢區(2),NULL,60.00,PRE-WARNING
048,2201,田寮區,田寮區(1),KHC048,田寮區(1),70.00,NULL,PRE-WARNING
048,2201,田寮區,田寮區(1),KHC048,田寮區(1),NULL,70.00,PRE-WARNING
049,2301,美濃區,美濃區(1),KHC049,美濃區(1),60.00,NULL,PRE-WARNING
049,2301,美濃區,美濃區(1),KHC049,美濃區(1),NULL,60.00,PRE-WARNING
050,2401,苓雅區,苓雅區(1),KHC050,苓雅區(1),60.00,NULL,PRE-WARNING
050,2401,苓雅區,苓雅區(1),KHC050,苓雅區(1),NULL,60.00,PRE-WARNING
051,2402,苓雅區,苓雅區(2),KHC051,苓雅區(2),60.00,NULL,PRE-WARNING
051,2402,苓雅區,苓雅區(2),KHC051,苓雅區(2),NULL,60.00,PRE-WARNING
052,2403,苓雅區,苓雅區(3),KHC052,苓雅區(3),60.00,NULL,PRE-WARNING
052,2403,苓雅區,苓雅區(3),KHC052,苓雅區(3),NULL,60.00,PRE-WARNING
053,2501,茄萣區,茄萣區(1),KHC053,茄萣區(1),70.00,NULL,PRE-WARNING
053,2501,茄萣區,茄萣區(1),KHC053,茄萣區(1),NULL,70.00,PRE-WARNING
054,2601,路竹區,路竹區(1),KHC054,路竹區(1),60.00,NULL,PRE-WARNING
054,2601,路竹區,路竹區(1),KHC054,路竹區(1),NULL,60.00,PRE-WARNING
055,2602,路竹區,路竹區(2),KHC055,路竹區(2),60.00,NULL,PRE-WARNING
055,2602,路竹區,路竹區(2),KHC055,路竹區(2),NULL,60.00,PRE-WARNING
056,2701,阿蓮區,阿蓮區(1),KHC056,阿蓮區(1),60.00,NULL,PRE-WARNING
056,2701,阿蓮區,阿蓮區(1),KHC056,阿蓮區(1),NULL,60.00,PRE-WARNING
057,2702,阿蓮區,阿蓮區(2),KHC057,阿蓮區(2),60.00,NULL,PRE-WARNING
057,2702,阿蓮區,阿蓮區(2),KHC057,阿蓮區(2),NULL,60.00,PRE-WARNING
058,2801,鳥松區,鳥松區(1),KHC058,鳥松區(1),50.00,NULL,PRE-WARNING
058,2801,鳥松區,鳥松區(1),KHC058,鳥松區(1),NULL,50.00,PRE-WARNING
059,2802,鳥松區,鳥松區(2),KHC059,鳥松區(2),50.00,NULL,PRE-WARNING
059,2802,鳥松區,鳥松區(2),KHC059,鳥松區(2),NULL,50.00,PRE-WARNING
060,2803,鳥松區,鳥松區(3),KHC060,鳥松區(3),50.00,NULL,PRE-WARNING
060,2803,鳥松區,鳥松區(3),KHC060,鳥松區(3),NULL,50.00,PRE-WARNING
061,2804,鳥松區,鳥松區(4),KHC061,鳥松區(4),50.00,NULL,PRE-WARNING
061,2804,鳥松區,鳥松區(4),KHC061,鳥松區(4),NULL,50.00,PRE-WARNING
062,2805,鳥松區,鳥松區(5),KHC062,鳥松區(5),50.00,NULL,PRE-WARNING
062,2805,鳥松區,鳥松區(5),KHC062,鳥松區(5),NULL,50.00,PRE-WARNING
063,2901,鳳山區,鳳山區(1),KHC063,鳳山區(1),60.00,NULL,PRE-WARNING
063,2901,鳳山區,鳳山區(1),KHC063,鳳山區(1),NULL,60.00,PRE-WARNING
064,2902,鳳山區,鳳山區(2),KHC064,鳳山區(2),60.00,NULL,PRE-WARNING
064,2902,鳳山區,鳳山區(2),KHC064,鳳山區(2),NULL,60.00,PRE-WARNING
065,2903,鳳山區,鳳山區(3),KHC065,鳳山區(3),60.00,NULL,PRE-WARNING
065,2903,鳳山區,鳳山區(3),KHC065,鳳山區(3),NULL,60.00,PRE-WARNING
066,2904,鳳山區,鳳山區(4),KHC066,鳳山區(4),60.00,NULL,PRE-WARNING
066,2904,鳳山區,鳳山區(4),KHC066,鳳山區(4),NULL,60.00,PRE-WARNING
067,3001,鹽埕區,鹽埕區(1),KHC067,鹽埕區(1),60.00,NULL,PRE-WARNING
067,3001,鹽埕區,鹽埕區(1),KHC067,鹽埕區(1),NULL,60.00,PRE-WARNING
068,3101,鼓山區,鼓山區(1),KHC068,鼓山區(1),60.00,NULL,PRE-WARNING
068,3101,鼓山區,鼓山區(1),KHC068,鼓山區(1),NULL,60.00,PRE-WARNING
069,3102,鼓山區,鼓山區(2),KHC069,鼓山區(2),60.00,NULL,PRE-WARNING
069,3102,鼓山區,鼓山區(2),KHC069,鼓山區(2),NULL,60.00,PRE-WARNING
070,3103,鼓山區,鼓山區(3),KHC070,鼓山區(3),60.00,NULL,PRE-WARNING
070,3103,鼓山區,鼓山區(3),KHC070,鼓山區(3),NULL,60.00,PRE-WARNING
